Date,close,P_E,P_B,Div_Yield,a10_y_GSEC,Yield_gap,EPS,MCAP_GDP,EPS_1YEARAGO,EPS_GROWTH_1,PEG_1,PEGY_1,EPS_3YEARAGO,EPS_GROWTH_3,PEG_3,PEGY_3,return_1,return_3,return-5,return_7,return_10
07-Jul-10,"? 5,241.10",21.95,3.73,0.94,7.616,3.060191344,? 238.77,94,? 216.84,-9.19%,-2.389110811,-2.661406549,? 210.51,-0.98%,-22.35643787,-524.8672658,7.46%,13.24%,62.81%,88.97%,
08-Jul-10,"? 5,296.85",22.18,3.77,0.93,7.587,3.078433724,? 238.81,94,? 214.88,-10.02%,-2.213044296,-2.439401776,? 210.50,-0.68%,-32.47447365,89.79683752,6.20%,13.44%,61.29%,85.72%,
09-Jul-10,"? 5,352.45",22.42,3.81,0.92,7.601,3.140696699,? 238.74,94,? 214.90,-9.99%,-2.245205642,-2.473051712,? 210.43,-0.70%,-32.16332582,100.5684298,7.03%,12.67%,59.12%,82.24%,
12-Jul-10,"? 5,383.00",22.56,3.83,0.91,7.654,3.221375887,? 238.61,94,? 214.97,-9.91%,-2.277283248,-2.507630416,? 210.42,-0.71%,-31.77575502,112.7860496,5.16%,10.63%,59.17%,81.41%,
13-Jul-10,"? 5,400.65",22.63,3.85,0.91,7.614,3.195087053,? 238.65,94,? 214.98,-9.92%,-2.281461455,-2.511910046,? 210.50,-0.70%,-32.34603508,107.5683173,3.99%,10.60%,59.03%,82.43%,
14-Jul-10,"? 5,386.15",22.57,3.84,0.91,7.623,3.192339832,? 238.64,94,? 214.95,-9.93%,-2.273250789,-2.50262987,? 209.62,-0.83%,-27.06758274,296.3450179,2.60%,12.10%,59.01%,83.01%,
15-Jul-10,"? 5,378.75",22.54,3.83,0.91,7.626,3.189442768,? 238.63,94,? 214.94,-9.93%,-2.270703958,-2.499878806,? 209.67,-0.82%,-27.34507741,262.949091,3.84%,12.09%,58.51%,84.30%,
16-Jul-10,"? 5,393.90",22.61,3.84,0.91,7.636,3.21317824,? 238.56,94,? 214.91,-9.92%,-2.280003522,-2.510366964,? 209.63,-0.82%,-27.42548786,264.1836568,3.82%,11.83%,56.89%,81.61%,
19-Jul-10,"? 5,386.45",22.61,3.84,0.91,7.637,3.21417824,? 238.23,94,? 214.90,-9.79%,-2.308498157,-2.54495415,? 209.70,-0.81%,-27.78547494,234.8713065,3.61%,12.83%,55.01%,83.50%,
20-Jul-10,"? 5,368.00",22.53,3.83,0.91,7.62,3.181473591,? 238.26,94,? 215.50,-9.55%,-2.358011763,-2.606233298,? 209.63,-0.92%,-24.59093611,-3639.018391,3.71%,11.60%,55.66%,84.76%,
21-Jul-10,"? 5,399.35",22.66,3.85,0.91,7.65,3.236937335,? 238.28,94,? 215.75,-9.46%,-2.396491526,-2.65169134,? 209.20,-1.02%,-22.18307509,-203.2296199,3.97%,9.41%,57.77%,84.73%,
22-Jul-10,"? 5,441.95",22.75,3.88,0.9,7.682,3.286395604,? 239.21,94,? 216.16,-9.63%,-2.361479983,-2.604825909,? 209.20,-1.09%,-20.94930744,-122.3415889,2.30%,8.16%,55.78%,82.16%,
23-Jul-10,"? 5,449.10",22.78,3.89,0.9,7.678,3.288184372,? 239.21,94,? 216.22,-9.61%,-2.37021296,-2.615099165,? 209.18,-1.10%,-20.7711446,-115.8027814,1.70%,7.02%,55.38%,82.64%,
26-Jul-10,"? 5,418.60",22.53,3.87,0.91,7.681,3.242473591,? 240.51,94,? 220.27,-8.41%,-2.677795778,-3.002544211,? 209.22,-1.70%,-13.24946407,-28.50289086,3.97%,6.21%,56.78%,83.00%,
27-Jul-10,"? 5,430.60",22.58,3.87,0.9,7.681,3.252302037,? 240.50,94,? 220.18,-8.45%,-2.671722829,-2.990144116,? 207.71,-1.92%,-11.73736564,-22.05572031,4.60%,5.73%,54.18%,82.94%,
28-Jul-10,"? 5,397.55",22.44,3.85,0.91,7.713,3.256672014,? 240.53,94,? 220.27,-8.43%,-2.66336593,-2.985857576,? 207.78,-1.93%,-11.64446423,-22.06281493,3.28%,6.12%,53.77%,85.38%,
29-Jul-10,"? 5,408.90",22.49,3.81,1.01,7.753,3.306579369,? 240.50,94,? 220.26,-8.42%,-2.672218619,-3.036633672,? 207.83,-1.92%,-11.72925288,-24.78433062,2.55%,4.97%,44.37%,86.60%,
30-Jul-10,"? 5,367.60",22.31,3.78,1.02,7.787,3.304705065,? 240.59,94,? 221.16,-8.08%,-2.762493026,-3.161830825,? 208.32,-1.97%,-11.29803498,-23.36909506,2.24%,5.92%,46.82%,87.78%,
02-Aug-10,"? 5,431.65",22.91,3.83,1.01,7.803,3.438093845,? 237.09,95,? 223.17,-5.87%,-3.904352212,-4.716116176,? 208.25,-2.28%,-10.04527447,-18.02979628,0.93%,2.04%,43.45%,85.70%,
03-Aug-10,"? 5,439.55",22.95,3.68,1.04,7.864,3.506701525,? 237.02,95,? 221.77,-6.43%,-3.568519222,-4.256906434,? 208.25,-2.07%,-11.06143888,-22.1787284,1.42%,1.46%,46.13%,85.41%,
04-Aug-10,"? 5,467.85",23.07,3.7,1.03,7.823,3.488366277,? 237.01,95,? 222.06,-6.31%,-3.658119362,-4.37220052,? 207.17,-2.29%,-10.08422337,-18.34254112,-0.21%,1.79%,46.35%,85.69%,
05-Aug-10,"? 5,447.10",22.98,3.69,1.04,7.837,3.485389904,? 237.04,95,? 224.83,-5.15%,-4.463357593,-5.59315917,? 207.70,-2.61%,-8.814350056,-14.66391448,-0.78%,3.03%,46.34%,86.29%,
06-Aug-10,"? 5,439.25",22.95,3.56,1.11,7.899,3.541701525,? 237.00,95,? 224.78,-5.16%,-4.448025023,-5.667235802,? 207.93,-2.56%,-8.951836425,-15.78708669,-1.98%,4.78%,43.14%,86.44%,
09-Aug-10,"? 5,486.15",23,3.59,1.1,7.833,3.485173913,? 238.53,95,? 225.08,-5.64%,-4.080572893,-5.070028716,? 208.70,-2.49%,-9.243372068,-16.56738942,-5.01%,4.67%,40.66%,84.50%,
10-Aug-10,"? 5,460.70",22.89,3.58,1.11,7.817,3.448280035,? 238.56,95,? 224.20,-6.02%,-3.801926563,-4.661314652,? 209.84,-2.18%,-10.48690778,-21.33824868,-6.27%,0.86%,43.26%,82.47%,
11-Aug-10,"? 5,420.60",22.72,3.55,1.12,7.84,3.438591549,? 238.58,95,? 223.39,-6.37%,-3.569055291,-4.33105897,? 209.97,-2.04%,-11.11205225,-24.5720756,-6.42%,-0.11%,41.22%,82.13%,
12-Aug-10,"? 5,416.45",22.71,3.55,1.12,7.824,3.420653457,? 238.51,95,? 222.99,-6.51%,-3.490446861,-4.216228665,? 209.94,-1.99%,-11.41268631,-26.1067238,-4.72%,-0.28%,39.55%,82.25%,
13-Aug-10,"? 5,452.10",22.86,3.57,1.11,7.833,3.458546807,? 238.50,95,? 223.00,-6.50%,-3.517583145,-4.242147348,? 211.36,-1.77%,-12.91115523,-34.60689867,-5.76%,-2.74%,41.01%,78.57%,
16-Aug-10,"? 5,418.30",22.76,3.55,1.12,7.827,3.433326889,? 238.06,95,? 223.03,-6.31%,-3.604454144,-4.381633635,? 212.80,-1.55%,-14.65002031,-52.49301897,-6.37%,-0.18%,44.30%,80.30%,
17-Aug-10,"? 5,414.15",22.75,3.55,1.12,7.824,3.428395604,? 237.98,95,? 222.96,-6.32%,-3.602374719,-4.378975936,? 212.99,-1.51%,-15.04723613,-58.04969919,-6.99%,1.06%,43.85%,80.80%,
18-Aug-10,"? 5,479.15",23.02,3.59,1.1,7.876,3.531951347,? 238.02,95,? 223.00,-6.31%,-3.648035322,-4.418217559,? 218.29,-0.71%,-32.49372121,58.79116366,-7.71%,-0.05%,42.16%,79.95%,
19-Aug-10,"? 5,540.20",23.28,3.63,1.09,7.876,3.580467354,? 237.98,95,? 222.90,-6.34%,-3.673313384,-4.436311649,? 221.03,-0.28%,-82.94857253,28.76402982,-10.76%,-4.56%,42.09%,78.96%,
20-Aug-10,"? 5,530.65",23.24,3.62,1.09,7.951,3.64807401,? 237.98,95,? 222.99,-6.30%,-3.688751823,-4.460452175,? 221.16,-0.27%,-85.01749695,28.45791513,-12.39%,-4.44%,41.56%,78.80%,
23-Aug-10,"? 5,543.50",23.29,3.63,1.09,7.977,3.683311722,? 238.02,95,? 222.89,-6.35%,-3.664850742,-4.423580749,? 220.91,-0.30%,-78.2533515,29.39257581,-11.63%,-2.43%,42.49%,80.03%,
24-Aug-10,"? 5,505.10",23.13,3.61,1.1,8.015,3.691610463,? 238.01,95,? 222.98,-6.31%,-3.663976879,-4.437143834,? 220.85,-0.32%,-72.35863381,29.6408413,-10.10%,-0.60%,44.99%,81.45%,
25-Aug-10,"? 5,462.35",22.98,3.58,1.11,8.012,3.660389904,? 237.70,95,? 222.96,-6.20%,-3.706359843,-4.514598616,? 220.84,-0.32%,-72.1822089,29.02838278,-10.50%,1.62%,46.04%,83.38%,
26-Aug-10,"? 5,477.90",23.05,3.59,1.11,8.067,3.728605206,? 237.65,95,? 222.95,-6.19%,-3.724453808,-4.538449597,? 220.91,-0.31%,-75.53557074,28.63902783,-11.65%,-2.49%,42.61%,82.27%,
27-Aug-10,"? 5,408.70",22.76,3.54,1.12,8.031,3.637326889,? 237.64,95,? 222.94,-6.19%,-3.67863641,-4.491743111,? 220.90,-0.31%,-74.33360498,27.96712046,-12.22%,0.73%,45.06%,86.67%,
30-Aug-10,"? 5,415.45",22.78,3.55,1.12,7.976,3.586184372,? 237.73,95,? 222.90,-6.24%,-3.650977975,-4.449719249,? 220.82,-0.31%,-73.25556905,28.1570408,-9.16%,3.28%,45.30%,87.75%,
31-Aug-10,"? 5,402.40",22.73,3.54,1.12,7.993,3.593527937,? 237.68,95,? 222.98,-6.18%,-3.676771119,-4.490271552,? 220.75,-0.33%,-67.88541644,28.94910459,-7.43%,5.15%,44.30%,89.38%,
01-Sep-10,"? 5,471.85",23.02,3.58,1.11,7.936,3.591951347,? 237.70,106,? 223.00,-6.19%,-3.721661322,-4.535594447,? 220.78,-0.33%,-69.22679531,29.60886707,-7.89%,7.77%,43.34%,87.04%,
02-Sep-10,"? 5,486.15",23.08,3.59,1.1,7.961,3.628244367,? 237.70,106,? 223.15,-6.12%,-3.769895142,-4.595608187,? 221.05,-0.31%,-73.45473781,29.37160662,-8.55%,7.78%,44.89%,86.12%,
03-Sep-10,"? 5,479.40",23.05,3.59,1.1,7.981,3.642605206,? 237.72,106,? 223.22,-6.10%,-3.778504479,-4.60972607,? 221.09,-0.32%,-72.35324972,29.4974257,-7.58%,6.78%,45.11%,85.18%,
06-Sep-10,"? 5,576.95",23.46,3.65,1.09,7.97,3.707425405,? 237.72,106,? 223.14,-6.13%,-3.824991819,-4.651673294,? 221.10,-0.31%,-76.72170294,29.91509358,-8.11%,4.91%,45.59%,82.62%,
07-Sep-10,"? 5,604.00",23.58,3.67,1.08,7.99,3.749117897,? 237.66,106,? 222.59,-6.34%,-3.719890468,-4.483830554,? 221.06,-0.23%,-102.6456978,27.73211439,-8.04%,4.22%,45.48%,82.15%,
08-Sep-10,"? 5,607.85",23.59,3.67,1.08,7.949,3.709915642,? 237.72,106,? 222.64,-6.34%,-3.718582149,-4.481539843,? 221.10,-0.23%,-102.1163073,27.78599328,-9.78%,4.32%,45.82%,83.59%,
09-Sep-10,"? 5,640.05",23.73,3.69,1.07,7.936,3.721924989,? 237.68,106,? 222.59,-6.35%,-3.737777143,-4.495430876,? 221.03,-0.23%,-101.5464487,28.37451559,-12.29%,4.60%,44.14%,83.40%,
13-Sep-10,"? 5,760.00",24.32,3.78,1.05,7.913,3.801157895,? 236.84,106,? 222.63,-6.00%,-4.05162975,-4.910628566,? 221.00,-0.24%,-99.4442039,30.19464811,-14.22%,6.17%,42.18%,79.22%,
14-Sep-10,"? 5,795.55",24.47,3.81,1.04,7.977,3.890363302,? 236.84,106,? 222.66,-5.99%,-4.087280671,-4.94656658,? 221.00,-0.25%,-97.97914313,30.96476816,-13.51%,3.74%,40.51%,78.82%,
15-Sep-10,"? 5,860.95",24.74,3.85,1.03,7.944,3.901962813,? 236.90,106,? 222.66,-6.01%,-4.116515276,-4.96793372,? 220.99,-0.25%,-98.23944469,31.79268889,-13.40%,0.49%,38.74%,76.34%,
16-Sep-10,"? 5,828.70",24.61,3.83,1.04,7.948,3.884611134,? 236.84,106,? 222.56,-6.03%,-4.082076125,-4.933055008,? 221.01,-0.23%,-105.3359028,30.51962261,-12.77%,1.09%,39.10%,79.12%,
17-Sep-10,"? 5,884.95",24.84,3.87,1.03,7.973,3.947235105,? 236.91,106,? 222.57,-6.06%,-4.1021732,-4.942961953,? 221.06,-0.23%,-109.701511,30.91215555,-14.49%,-0.19%,38.99%,77.13%,
20-Sep-10,"? 5,980.45",25.25,3.93,1.01,7.985,4.02460396,? 236.85,106,? 222.57,-6.03%,-4.188961338,-5.03213872,? 221.06,-0.23%,-110.9820328,32.2689605,-14.05%,-1.64%,37.75%,74.78%,
21-Sep-10,"? 6,009.05",25.37,3.87,1.02,7.981,4.039336618,? 236.86,106,? 222.50,-6.06%,-4.186261651,-5.033430904,? 220.99,-0.23%,-111.7320649,31.99489697,-14.57%,-2.93%,37.71%,73.93%,
22-Sep-10,"? 5,991.00",25.29,3.86,1.02,7.968,4.013867932,? 236.89,106,? 222.56,-6.05%,-4.180114189,-5.027759076,? 220.98,-0.24%,-106.3075265,32.3358004,-17.82%,-4.27%,37.90%,72.76%,
23-Sep-10,"? 5,959.55",25.16,3.84,1.03,7.953,3.978437202,? 236.87,106,? 222.00,-6.27%,-4.009826488,-4.797328401,? 220.98,-0.15%,-163.323057,28.72311731,-18.32%,-3.01%,38.46%,72.88%,
24-Sep-10,"? 6,018.30",25.41,3.88,1.02,7.925,3.989541519,? 236.85,106,? 222.07,-6.24%,-4.071279051,-4.86662103,? 220.92,-0.17%,-147.6104282,29.96965208,-19.66%,-1.80%,37.84%,71.29%,
27-Sep-10,"? 6,035.65",25.48,3.89,1.01,7.867,3.942353218,? 236.88,106,? 222.05,-6.26%,-4.070745488,-4.853984445,? 220.96,-0.16%,-155.0928562,30.12848389,-17.64%,-2.13%,36.86%,71.01%,
28-Sep-10,"? 6,029.50",25.45,3.82,1.03,7.864,3.934726916,? 236.92,106,? 222.07,-6.26%,-4.062287484,-4.861561901,? 220.95,-0.17%,-150.1534388,29.5755973,-17.97%,-2.05%,36.54%,69.58%,
29-Sep-10,"? 5,991.30",25.29,3.79,1.03,7.849,3.894867932,? 236.90,106,? 222.05,-6.27%,-4.032385897,-4.824751103,? 220.97,-0.16%,-156.7630945,29.11334617,-16.29%,-1.05%,36.38%,70.02%,
30-Sep-10,"? 6,029.95",25.46,3.82,1.03,7.849,3.921270228,? 236.84,106,? 222.03,-6.25%,-4.072737565,-4.876158326,? 220.99,-0.16%,-161.3763562,29.18947652,-18.02%,-0.37%,34.52%,67.80%,
01-Oct-10,"? 6,143.40",25.54,3.93,1.02,7.852,3.936573218,? 240.54,105,? 222.07,-7.68%,-3.326279582,-3.835843825,? 220.98,-0.16%,-155.0459004,29.8617548,-21.06%,-1.99%,31.29%,66.27%,
04-Oct-10,"? 6,159.45",25.61,3.88,1.02,7.912,4.007275283,? 240.51,105,? 222.02,-7.69%,-3.331157174,-3.840720849,? 220.92,-0.16%,-155.5568594,29.94041149,-22.52%,-1.03%,30.71%,66.96%,
05-Oct-10,"? 6,145.80",25.55,3.87,1.02,7.936,4.022105675,? 240.54,105,? 222.08,-7.68%,-3.328452874,-3.838503954,? 220.93,-0.17%,-148.2030011,30.14388845,-22.69%,-0.54%,31.16%,67.57%,
06-Oct-10,"? 6,186.45",25.72,3.89,1.01,7.956,4.067975117,? 240.53,105,? 222.03,-7.69%,-3.344486944,-3.850145093,? 220.98,-0.16%,-161.7710716,30.2229154,-20.99%,-1.57%,29.96%,66.93%,
07-Oct-10,"? 6,120.30",25.44,3.85,1.02,7.93,3.99918239,? 240.58,105,? 222.01,-7.72%,-3.295572524,-3.797327905,? 221.01,-0.15%,-169.9690705,29.23043605,-18.64%,-1.22%,29.98%,68.98%,
08-Oct-10,"? 6,103.45",25.37,3.84,1.03,7.947,4.005336618,? 240.58,105,? 222.08,-7.69%,-3.299529037,-3.809895022,? 220.93,-0.17%,-146.9623641,29.59046534,-18.50%,1.41%,30.32%,69.56%,
11-Oct-10,"? 6,135.85",25.51,3.86,1.02,7.991,4.07096864,? 240.53,105,? 222.07,-7.67%,-3.324062117,-3.833585335,? 220.92,-0.17%,-147.6135488,30.11152649,-16.89%,1.13%,29.00%,69.33%,
12-Oct-10,"? 6,090.90",25.32,3.83,1.03,8,4.050552923,? 240.56,105,? 221.76,-7.81%,-3.241146257,-3.733383874,? 220.99,-0.12%,-218.2768207,27.70239156,-16.63%,1.84%,27.79%,70.74%,
13-Oct-10,"? 6,233.90",25.91,3.92,1.01,8.021,4.161486299,? 240.60,105,? 221.79,-7.82%,-3.313755145,-3.805300159,? 222.37,0.09%,294.7115319,23.59924504,-17.67%,-0.89%,25.52%,66.35%,
14-Oct-10,"? 6,177.35",25.68,3.89,1.02,8.022,4.127919003,? 240.55,105,? 221.53,-7.91%,-3.24842121,-3.729642325,? 222.37,0.13%,204.4051247,22.4155582,-17.14%,-0.21%,25.66%,67.73%,
15-Oct-10,"? 6,062.65",25.2,3.81,1.03,8.025,4.056746032,? 240.58,105,? 221.66,-7.87%,-3.203869372,-3.68664176,? 222.44,0.12%,213.3427709,21.94892951,-16.91%,1.36%,28.77%,68.68%,
18-Oct-10,"? 6,075.95",25.07,3.82,1.03,8.07,4.081168728,? 242.36,105,? 221.68,-8.53%,-2.937829942,-3.34110321,? 222.35,0.10%,249.8910544,22.17948679,-16.20%,0.41%,28.99%,66.59%,
19-Oct-10,"? 6,027.30",24.87,3.79,1.04,8.095,4.074091275,? 242.35,105,? 222.82,-8.06%,-3.085991719,-3.543240966,? 222.38,-0.07%,-377.0310792,25.53290394,-16.22%,3.21%,28.28%,68.03%,
20-Oct-10,"? 5,982.10",24.69,3.76,1.05,8.086,4.035777238,? 242.29,105,? 222.80,-8.04%,-3.069889402,-3.530857816,? 222.42,-0.06%,-431.6710558,24.86896527,-14.77%,4.51%,31.10%,69.14%,
21-Oct-10,"? 6,101.50",25.18,3.84,1.03,8.157,4.185594122,? 242.32,105,? 222.80,-8.06%,-3.126002914,-3.584334043,? 222.40,-0.06%,-422.4447449,25.94820781,-14.91%,3.24%,28.76%,64.62%,
22-Oct-10,"? 6,066.05",25.03,3.82,1.03,8.14,4.144794247,? 242.35,105,? 222.78,-8.07%,-3.09973922,-3.552938514,? 222.40,-0.06%,-440.1681633,25.72098475,-14.25%,3.98%,29.40%,67.60%,
25-Oct-10,"? 6,105.80",25.2,3.84,1.03,8.147,4.178746032,? 242.29,105,? 222.95,-7.98%,-3.156324319,-3.623829047,? 219.55,-0.51%,-49.38397146,48.48830283,-12.20%,3.46%,28.26%,68.13%,
27-Oct-10,"? 6,012.65",24.69,3.78,1.04,8.177,4.126777238,? 243.53,105,? 222.31,-8.71%,-2.833837659,-3.217958284,? 219.59,-0.41%,-60.32359377,39.14651969,-11.41%,4.00%,31.12%,71.68%,
28-Oct-10,"? 5,987.70",24.59,3.76,1.04,8.13,4.063306222,? 243.50,105,? 225.19,-7.52%,-3.27060136,-3.795634629,? 219.59,-0.84%,-29.40005904,120.771807,-12.19%,3.80%,32.65%,71.02%,
29-Oct-10,"? 6,017.70",24.71,3.78,1.04,8.135,4.088055443,? 243.53,105,? 226.36,-7.05%,-3.504486736,-4.110823407,? 219.85,-0.97%,-25.52417846,343.6797872,-12.50%,2.82%,31.87%,69.38%,
01-Nov-10,"? 6,117.55",25.12,3.85,1.02,8.121,4.14010828,? 243.53,103,? 226.27,-7.09%,-3.543694074,-4.139307453,? 220.03,-0.93%,-27.0938935,270.5327731,-13.62%,0.38%,30.03%,67.59%,
02-Nov-10,"? 6,119.00",25.13,3.85,1.02,8.11,4.1306924,? 243.49,103,? 226.26,-7.08%,-3.550807987,-4.148738848,? 220.04,-0.93%,-27.16103376,265.1473641,-13.56%,-0.66%,29.62%,68.87%,
03-Nov-10,"? 6,160.50",25.3,3.87,1.01,7.973,4.02043083,? 243.50,103,? 226.22,-7.10%,-3.564824211,-4.15631411,? 220.46,-0.86%,-29.57628648,163.664036,-15.25%,-2.31%,27.65%,68.63%,
04-Nov-10,"? 6,281.80",25.47,3.95,0.99,7.955,4.028812328,? 246.64,103,? 230.40,-6.58%,-3.869466537,-4.554474499,? 220.61,-1.44%,-17.71837253,-56.91735332,-17.72%,-4.65%,23.88%,66.56%,
05-Nov-10,"? 6,312.45",25.59,3.97,0.99,7.955,4.047223525,? 246.68,103,? 230.38,-6.60%,-3.874382119,-4.557497011,? 219.93,-1.54%,-16.66735142,-46.92511921,-18.44%,-4.06%,23.02%,65.45%,
08-Nov-10,"? 6,273.20",25.43,3.94,1,7.985,4.05263665,? 246.69,103,? 230.36,-6.62%,-3.841977578,-4.525726716,? 222.31,-1.18%,-21.57218036,-142.1996355,-19.20%,-1.34%,22.77%,66.43%,
09-Nov-10,"? 6,301.55",25.55,3.96,0.99,8.012,4.098105675,? 246.64,103,? 230.44,-6.57%,-3.891394707,-4.5823273,? 222.68,-1.14%,-22.49869212,-175.4547799,-20.17%,-1.56%,20.80%,66.51%,
10-Nov-10,"? 6,275.70",25.44,3.94,1,8.032,4.10118239,? 246.69,103,? 227.85,-7.64%,-3.330924533,-3.832757288,? 223.14,-0.69%,-36.72287697,82.80068929,-21.37%,-2.43%,22.43%,67.81%,
11-Nov-10,"? 6,194.25",25.11,3.89,1.01,8.078,4.095522899,? 246.68,103,? 227.83,-7.64%,-3.285720481,-3.78609712,? 222.88,-0.73%,-34.38165915,89.78478905,-20.80%,-3.15%,22.86%,69.36%,
12-Nov-10,"? 6,071.65",24.62,3.82,1.03,8.09,4.028261576,? 246.61,103,? 227.80,-7.63%,-3.226672883,-3.730217919,? 222.67,-0.76%,-32.55935006,89.90572681,-21.30%,-1.26%,26.00%,72.57%,
15-Nov-10,"? 6,121.60",24.39,3.86,1.02,8.089,3.988959,? 250.99,103,? 225.00,-10.36%,-2.355334998,-2.612687585,? 223.01,-0.30%,-82.47133972,33.67571008,-21.39%,-0.10%,25.80%,72.03%,
16-Nov-10,"? 5,988.70",23.86,3.77,1.04,8.066,3.874885163,? 250.99,103,? 224.92,-10.39%,-2.296517657,-2.551968931,? 224.13,-0.12%,-205.3325467,25.82815008,-21.41%,1.18%,29.43%,74.25%,
18-Nov-10,"? 5,998.80",23.9,3.78,1.04,8.069,3.884899582,? 251.00,103,? 224.98,-10.37%,-2.305406982,-2.562471467,? 225.63,0.10%,244.9686437,21.00981602,-20.71%,0.97%,30.77%,74.07%,
19-Nov-10,"? 5,890.30",23.47,3.71,1.06,8.025,3.764241585,? 250.97,103,? 225.00,-10.35%,-2.268184421,-2.527057084,? 229.24,0.62%,37.61325463,13.93720225,-20.04%,3.42%,31.78%,77.29%,
22-Nov-10,"? 6,010.00",23.98,3.79,1.04,8.03,3.859858215,? 250.63,103,? 224.99,-10.23%,-2.344301666,-2.609625214,? 228.71,0.55%,43.71834344,15.0958963,-19.28%,2.76%,30.36%,74.79%,
23-Nov-10,"? 5,934.75",23.69,3.74,1.05,8.021,3.799809624,? 250.52,103,? 224.95,-10.20%,-2.321542276,-2.587820044,? 228.70,0.55%,42.9406679,14.79061387,-19.03%,4.77%,31.20%,77.92%,
24-Nov-10,"? 5,865.75",23.41,3.7,1.06,7.996,3.72432123,? 250.57,103,? 224.93,-10.23%,-2.288302878,-2.552809376,? 228.68,0.55%,42.40618087,14.52195263,-17.62%,5.73%,34.10%,81.11%,
25-Nov-10,"? 5,799.75",23.15,3.66,1.08,8.033,3.713345572,? 250.53,103,? 224.95,-10.21%,-2.267661475,-2.535942795,? 228.63,0.54%,42.77929931,14.2799901,-14.88%,6.23%,35.54%,83.40%,
26-Nov-10,"? 5,751.95",22.96,3.63,1.08,8.019,3.663599303,? 250.52,103,? 224.93,-10.22%,-2.247259865,-2.512890891,? 228.64,0.55%,41.91340044,14.10496013,-12.20%,8.50%,37.78%,84.85%,
29-Nov-10,"? 5,830.00",23.26,3.67,1.07,7.968,3.668773861,? 250.64,103,? 224.95,-10.25%,-2.268666908,-2.533019339,? 228.68,0.55%,42.26013966,14.35447636,-13.57%,7.37%,36.00%,82.70%,
30-Nov-10,"? 5,862.70",23.39,3.69,1.06,8.016,3.740668662,? 250.65,103,? 224.93,-10.26%,-2.279405415,-2.541991233,? 228.63,0.55%,42.84593723,14.56495613,-13.65%,8.55%,34.69%,82.19%,
01-Dec-10,"? 5,960.90",23.78,3.76,1.05,8.066,3.860785534,? 250.67,90,? 224.97,-10.25%,-2.31940824,-2.584048087,? 228.62,0.54%,44.23572932,14.97882463,-17.07%,6.24%,33.31%,80.20%,
02-Dec-10,"? 6,011.70",23.96,3.78,1.04,8.114,3.940377295,? 250.91,90,? 224.93,-10.35%,-2.314511177,-2.573002531,? 228.55,0.53%,44.95601541,15.2323759,-19.05%,4.93%,32.46%,77.99%,
03-Dec-10,"? 5,992.80",23.89,3.77,1.04,8.087,3.901148179,? 250.85,90,? 224.98,-10.31%,-2.316119339,-2.575833685,? 228.56,0.53%,45.26243827,15.23780884,-20.49%,4.08%,30.01%,80.03%,
06-Dec-10,"? 5,992.25",23.88,3.77,1.04,8.178,3.99039531,? 250.93,90,? 224.95,-10.36%,-2.305896518,-2.563315714,? 228.53,0.53%,45.17662397,15.22384449,-19.89%,2.94%,29.91%,80.52%,
07-Dec-10,"? 5,976.55",23.82,3.76,1.04,8.219,4.020847187,? 250.90,90,? 225.00,-10.32%,-2.307129422,-2.565561202,? 228.42,0.50%,47.29908989,15.43142124,-20.30%,2.98%,29.52%,82.29%,
08-Dec-10,"? 5,903.70",23.53,3.72,1.06,8.097,3.847106247,? 250.90,90,? 224.98,-10.33%,-2.277214878,-2.537529826,? 228.36,0.50%,47.17521308,15.09514934,-19.60%,3.99%,28.20%,85.75%,
09-Dec-10,"? 5,766.50",22.98,3.63,1.08,8.114,3.762389904,? 250.94,90,? 224.96,-10.35%,-2.220188093,-2.478837547,? 228.31,0.49%,46.51031134,14.5989669,-19.33%,7.81%,31.82%,92.21%,
10-Dec-10,"? 5,857.35",23.35,3.69,1.07,8.125,3.842344754,? 250.85,90,? 224.99,-10.31%,-2.264722941,-2.526970965,? 228.38,0.50%,46.67951325,14.870533,-21.24%,5.28%,29.13%,89.27%,
13-Dec-10,"? 5,907.65",23.58,3.72,1.06,8.097,3.856117897,? 250.54,90,? 224.61,-10.35%,-2.278190721,-2.538126063,? 228.36,0.55%,42.60161272,14.61419118,-23.08%,6.21%,27.13%,87.38%,
14-Dec-10,"? 5,944.10",23.72,3.75,1.05,8.114,3.898148398,? 250.59,90,? 224.60,-10.37%,-2.287083773,-2.544713241,? 228.64,0.60%,39.81828321,14.41326486,-21.05%,5.73%,27.23%,87.25%,
15-Dec-10,"? 5,892.30",23.51,3.71,1.06,8.099,3.845490855,? 250.63,90,? 224.61,-10.38%,-2.264818139,-2.522390258,? 228.63,0.59%,39.69125895,14.2284628,-19.66%,6.38%,27.91%,87.53%,
16-Dec-10,"? 5,948.75",23.74,3.75,1.05,8.078,3.865700084,? 250.58,90,? 224.54,-10.39%,-2.284665747,-2.541479229,? 228.66,0.61%,39.0870594,14.32396665,-20.76%,5.55%,25.03%,85.38%,
20-Dec-10,"? 5,947.05",23.73,3.75,1.05,7.959,3.744924989,? 250.61,90,? 224.53,-10.41%,-2.279604155,-2.535337121,? 228.63,0.61%,39.13193422,14.32616238,-19.64%,6.17%,23.61%,85.25%,
